ecosys,mvg,cmz,areatot,areaeff,areatot_connadj,areaeff_connadj,areatot_compcorr,areaeff_compcorr,areatot_connadj_compcorr,areaeff_connadj_compcorr,areaeff_scaled,log_areatot,delta_persist_1ha,cons_sig
224,10,17,43777.26,16068.742031250002,43777.26,3142.9374389648438,214675.79412988963,91185.12492323252,214675.79412988963,28940.771271314694,0.1348115253916521,12.27688423475308,5.234268976028744e-06,0.7481840193704601
150,7,12,6724.620000000001,5115.31927734375,6724.620000000001,2498.7958154296875,159032.0465250758,86763.76040653462,159032.0465250758,32430.751729255255,0.20392589064834585,11.976861011365976,5.180194463272336e-06,0.7457627118644068
413,18,22,48132.630000000005,14285.5396875,48132.630000000005,2860.695747070313,111146.10567897838,60701.77471270764,111146.10567897838,36621.09685406432,0.3294860996734918,11.61860088215217,5.1720592090243045e-06,0.7433414043583535
157,7,19,332.1,309.4947756958008,332.1,244.92229156494142,94715.69737631842,66792.54615849053,94715.69737631842,39127.692190033806,0.4131067317656347,11.4586350244273,5.122325602902045e-06,0.7409200968523002
474,21,14,91326.69,40819.836093750004,91326.69,8703.603457031251,193168.46539051548,95658.4723719838,193168.46539051548,31341.90727004864,0.16225167605223165,12.171317964821915,5.062402699484991e-06,0.738498789346247
215,10,8,38715.57,21421.95767578125,38715.57,5571.648676757813,117782.73615242161,78269.2529127469,117782.73615242161,37102.91821870812,0.3150115155305405,11.676596987273228,5.047881575848123e-06,0.7360774818401937
403,18,12,168036.93000000002,96599.403984375,168036.93000000002,27252.9530859375,193244.36868713112,110805.34362634846,193244.36868713112,31539.009759303037,0.16320791117264438,12.17171082598437,5.038161595249946e-06,0.7336561743341404
181,8,20,2682.7200000000003,362.9437261962891,2682.7200000000003,18.59102394104004,84343.62198768175,54753.88630750648,84343.62198768175,41956.231890690986,0.4974440378766118,11.342654471454104,5.004096860994345e-06,0.7312348668280871
677,32,10,38797.380000000005,9583.367871093751,38797.380000000005,1171.3226879882814,181648.3081869801,68124.90816095601,181648.3081869801,33244.353564459794,0.18301493636945762,12.109827724019299,4.918569938339168e-06,0.7288135593220338
406,18,15,104622.03000000001,44931.582773437505,104622.03000000001,10439.70556640625,211523.28233385962,105400.4381506752,211523.28233385962,31621.039895444414,0.14949200649002348,12.262090353366679,4.916015041267485e-06,0.7263922518159807
185,9,1,8914.86,7284.95173828125,8914.86,6424.420078125,104251.32509102559,73260.51437281971,104251.32509102559,40487.25794128051,0.38836204629465987,11.55455985028555,4.874463433779397e-06,0.7239709443099274
343,15,21,316470.24000000005,127697.60109375001,316470.24000000005,22184.56634765625,386540.377105468,151246.44431259768,386540.377105468,26786.918936442158,0.06929914835037612,12.864991610131336,4.788429964985852e-06,0.7215496368038741
171,8,10,2910.3300000000004,804.9360662841798,2910.3300000000004,65.32072311401367,179858.1436554708,68418.1079046092,179858.1436554708,34593.747687846335,0.19233906780508508,12.099923728362596,4.7858002065748195e-06,0.7191283292978208
467,21,7,20359.350000000002,5645.6141748046875,20359.350000000002,1085.3276220703126,175060.190307597,90025.91887533726,175060.190307597,35449.259415072695,0.20249754871615905,12.072885138385102,4.730784775808239e-06,0.7167070217917676
664,31,20,200.88000000000002,23.46777894973755,200.88000000000002,1.0435945808887483,99444.53130336307,67944.05889495074,99444.53130336307,45682.705627041934,0.4593787614894919,11.507355293362032,4.505337749316496e-06,0.7142857142857143
180,8,19,22921.38,5991.317666015625,22921.38,595.7500067138673,106028.95815424899,64920.85719947533,106028.95815424899,47811.14368055457,0.450925336934838,11.571467525919,4.28483033021454e-06,0.711864406779661
483,21,23,458541.81000000006,171502.2365625,458541.81000000006,25560.189140625003,503036.02895886183,187184.96115792988,503036.02895886183,28480.005451154368,0.056616233851280375,13.128417074665533,4.281830450536539e-06,0.7094430992736077
183,8,22,31833.000000000004,24180.126328125003,31833.000000000004,16620.68109375,92783.70892307456,69400.2221079877,92783.70892307456,53802.4037259263,0.5798690777767138,11.438026352965613,4.054784616625007e-06,0.7070217917675545
35,2,12,1398.0600000000002,1011.8498840332032,1398.0600000000002,599.2898510742187,212230.85173156342,130174.60273841793,212230.85173156342,42858.801920018675,0.20194425819968861,12.265429884469352,3.910245812477342e-06,0.7046004842615012
397,18,6,207719.64,126954.83109375,207719.64,33029.45859375,266340.2596745937,155391.85663325488,266340.2596745937,42110.881015732695,0.15810933377921335,12.49252994202973,3.7435289061971133e-06,0.7021791767554479
662,31,18,47429.55,18461.43931640625,47429.55,5903.7609375,132930.23806567877,84058.24816557953,132930.23806567877,53658.211504025836,0.40365692776021467,11.797579743770134,3.7136749069244246e-06,0.6997578692493946
383,17,15,189915.03,68081.075859375,189915.03,13918.89287109375,344301.01322972844,136860.8689427762,344301.01322972844,40548.27539316065,0.11776984044512691,12.749271592191088,3.611786966506436e-06,0.6973365617433414
168,8,7,361602.63,145958.203125,361602.63,17728.97625,523811.62126262236,194652.48538033152,523811.62126262236,36097.651576159806,0.0689134225184775,13.168887397259848,3.5483994492713222e-06,0.6949152542372882
194,9,10,71.28,23.785320739746094,71.28,2.056560673713684,172540.7930606544,107021.19806602436,172540.7930606544,52719.847199048345,0.3055500456666812,12.058388969007247,3.5256026579277844e-06,0.6924939467312349
212,10,5,19447.29,14009.668242187501,19447.29,4928.477036132813,148955.34700281578,104954.49524514757,148955.34700281578,55788.56710598006,0.3745321549613487,11.911401855468348,3.5056145264444893e-06,0.6900726392251816
117,6,2,21.87,11.703845558166504,21.87,2.6269744777679445,328407.37703688064,135398.85010316662,328407.37703688064,43497.8888904134,0.13245101033625234,12.702010119879608,3.467224029773952e-06,0.6876513317191283
270,12,17,349.92,26.255779953002932,349.92,1.0005028653144836,151519.93100821623,111543.59348142271,151519.93100821623,57471.76575057542,0.3793016890131701,11.928472453088599,3.4137273261514167e-06,0.6852300242130751
410,18,19,34970.130000000005,7016.132197265625,34970.130000000005,376.3142138671875,141487.73681609888,89271.5134075702,141487.73681609888,61023.57084098685,0.431299363564655,11.85996832669914,3.319972046722519e-06,0.6828087167070218
226,10,19,51771.15,8240.73908203125,51771.15,393.93611389160156,288586.20033755514,118078.67868131332,288586.20033755514,48403.31149005083,0.1677256619804903,12.572749108300505,3.305304295264655e-06,0.6803874092009685
2,1,2,4176.360000000001,3060.2183642578125,4176.360000000001,1170.6974890136719,309065.6451145332,172501.44242620456,309065.6451145332,48238.149928113795,0.15607735990921204,12.64130897705326,3.2574740679303105e-06,0.6779661016949152
36,2,13,60448.68000000001,46130.9839453125,60448.68000000001,24971.053359375,229542.1701832436,146260.2256096213,229542.1701832436,54056.16841929454,0.2354955883537281,12.343842039678263,3.2217173119297726e-06,0.6755447941888619
683,32,16,120653.55,23665.757343750003,120653.55,3051.1632128906253,321850.8948087523,112168.66730028675,321850.8948087523,48639.2243788272,0.1511234710337817,12.681843657681192,3.204667673117889e-06,0.6731234866828087
148,7,10,679.59,278.1509051513672,679.59,26.252198753356936,260140.51311671792,145322.33265343567,260140.51311671792,56509.65519744587,0.21722743036218867,12.468977199079529,3.0202516866362217e-06,0.6707021791767555
678,32,11,206692.56000000003,18154.409765625,206692.56000000003,940.8911352539063,405690.993422054,110781.9323878424,405690.993422054,48782.80593071638,0.1202462137974209,12.91334704885458,3.017781181724466e-06,0.6682808716707022
41,2,18,203178.78,129482.85375000001,203178.78,53144.498671875,238706.79673545476,149882.0696341121,238706.79673545476,58720.422195830506,0.24599392643564744,12.382991285886584,2.998328147874041e-06,0.6658595641646489
172,8,11,310480.29000000004,38276.239921875,310480.29000000004,1107.2243188476564,658066.242676946,150342.00881721303,658066.242676946,42053.41618737893,0.06390453340428152,13.397060878001607,2.9889439553398844e-06,0.6634382566585957
221,10,14,156457.17,80232.4490625,156457.17,29783.301328125002,236870.06230735857,135150.87931143952,236870.06230735857,60688.9650344015,0.2562120533225196,12.375267009461126,2.930741291207184e-06,0.6610169491525424
504,22,21,6198.120000000001,1730.6183935546876,6198.120000000001,239.13929992675781,196871.13041781212,120664.02797283883,196871.13041781212,64764.399708900426,0.32896849615001145,12.190304633348235,2.9234099913066913e-06,0.6585956416464891
