ecosys,mvg,cmz,areatot,areaeff,areatot_connadj,areaeff_connadj,areatot_compcorr,areaeff_compcorr,areatot_connadj_compcorr,areaeff_connadj_compcorr,areaeff_scaled,log_areatot,delta_persist_1ha,cons_sig
374,17,6,34206.3,19177.62802734375,34206.3,4872.566865234376,124745.0609199233,62205.67700849915,124745.0609199233,22517.82874675919,0.18051078399980822,11.734027421005726,7.236558087209133e-06,0.801452784503632
389,17,21,75879.99,39480.172031250004,75879.99,8306.409990234375,167765.02713973224,76772.59080009424,167765.02713973224,20747.391389678527,0.12366934720189288,12.030319631386552,7.145525549923093e-06,0.7990314769975787
463,21,3,5444.01,1546.7292114257814,5444.01,201.56705886840822,128177.30151896823,62926.49157262699,128177.30151896823,22782.29771545021,0.17774050042767353,11.76116975255832,7.124951903803023e-06,0.7966101694915254
330,15,8,86716.98000000001,56640.35742187501,86716.98000000001,23420.191289062503,102429.1083722429,62410.985915950776,102429.1083722429,25255.42350076418,0.24656490622745775,11.536926212640598,6.975281203414063e-06,0.7941888619854721
202,9,18,74149.02,44765.3049609375,74149.02,20082.43599609375,98372.56844175635,57581.06210665119,98372.56844175635,26026.60856626396,0.2645718108059117,11.496517268176682,6.888934623749954e-06,0.7917675544794189
376,17,8,17173.620000000003,9178.000048828126,17173.620000000003,3000.2138964843753,105736.88308618881,59203.5053247025,105736.88308618881,26476.138927642733,0.2503964383559648,11.568709052205264,6.6793814028631715e-06,0.7893462469733656
159,7,21,840.7800000000001,476.33853515625003,840.7800000000001,130.4186022949219,140573.65524561313,75397.57535983648,140573.65524561313,25189.303132656703,0.1791893586934582,11.853486867015505,6.4572179340194324e-06,0.7869249394673123
164,8,3,159399.90000000002,46976.652421875006,159399.90000000002,6340.8235693359375,303066.8146001621,98372.47923758693,303066.8146001621,19814.275509086536,0.0653792317553066,12.621708570414256,6.379895208463715e-06,0.784503631961259
87,4,18,164232.36000000002,72128.696484375,164232.36000000002,22179.63357421875,171606.01828758203,76608.7489037345,171606.01828758203,23958.5363292655,0.1396136136036624,12.05295653702696,6.378298947118388e-06,0.7820823244552058
345,15,23,196996.05000000002,91047.70195312501,196996.05000000002,16821.007382812502,266356.5004093442,115995.48596640088,266356.5004093442,21185.12643775442,0.07953673518459853,12.492590917563927,6.266761996109871e-06,0.7796610169491526
407,18,16,3180.8700000000003,1690.0829956054688,3180.8700000000003,182.02692123413087,113559.54323365854,69355.53754144227,113559.54323365854,29690.55968633134,0.26145367303248535,11.640082588332064,6.0209472998451474e-06,0.7772397094430993
225,10,18,6795.09,2821.734470214844,6795.09,651.8539764404297,195048.93158494146,83489.40437823613,195048.93158494146,25243.04282245157,0.12941902638138025,12.181005737272743,5.940067568488416e-06,0.774818401937046
82,4,13,11791.17,6831.421347656251,11791.17,2158.5356982421877,92518.49707810453,65411.51907298826,92518.49707810453,32518.88631801071,0.35148524181665125,11.43516387192144,5.9193784952560335e-06,0.7723970944309927
381,17,13,22999.140000000003,13696.56685546875,22999.140000000003,5757.498193359375,112183.71299641728,66912.54860865892,112183.71299641728,31356.24968381248,0.27950803950314856,11.627893101074195,5.797079775438085e-06,0.7699757869249395
685,32,18,328.05,91.69202842712403,328.05,13.049193191528321,93273.00613624988,49930.529644051225,93273.00613624988,33872.735988257125,0.3631569024244489,11.443286021674874,5.729391499120773e-06,0.7675544794188862
146,7,8,547.5600000000001,338.6822387695313,547.5600000000001,103.87125274658204,169446.7279160699,90041.83639629906,169446.7279160699,28583.16621529518,0.16868526507902207,12.040293866822612,5.605227746618979e-06,0.7651331719128329
198,9,14,14174.19,4378.43126953125,14174.19,521.3155847167969,118621.31678946453,69355.39626838101,118621.31678946453,32830.34533033715,0.27676598286803883,11.683691486237059,5.523161910603314e-06,0.7627118644067796
75,4,6,160814.16,101458.37250000001,160814.16,26953.721367187503,172020.9455176912,108062.65445582652,172020.9455176912,29123.318964533406,0.16930100504265783,12.055371524647109,5.5062818010709336e-06,0.7602905569007264
195,9,11,46546.65,3082.9046923828128,46546.65,157.0755322265625,143872.5229735615,66488.85404440401,143872.5229735615,31010.711306178222,0.21554297280153245,11.876682929358594,5.492960754693854e-06,0.7578692493946732
412,18,21,202457.88,74077.683046875,202457.88,15211.67818359375,269949.7767405451,109087.32894006565,269949.7767405451,25998.26019770858,0.09630776699139892,12.505991208606066,5.356792042610081e-06,0.7554479418886199
190,9,6,55794.420000000006,30914.143593750003,55794.420000000006,7573.597294921876,163863.32865348711,89906.15100239664,163863.32865348711,30781.698810652742,0.18784983231815783,12.00678799749831,5.346811043915878e-06,0.7530266343825666
136,6,21,24557.58,6745.500439453125,24557.58,904.5680932617188,222015.73832377614,89627.7387868812,222015.73832377614,28023.92578300745,0.12622495141375437,12.310503551691944,5.317304437646442e-06,0.7506053268765133
